b3c772c74-07e3b3d91,3,,,,120da4f7a-9d0c24734,6
49156689e-b3c772c74,0,,,,9d4fbcffa-08682e78f,6
f2d9c138f-49156689e,2,,,,af5e74949-7cbdea38a,6
5c0c994d0-f2d9c138f,8,,,,14e9cebbd-2f47d47dc,7
86a64d79f-5c0c994d0,0,,,,07e3b3d91-b1e5430f5,8
5270a2732-86a64d79f,0,,,,460327d41-760281aa3,8
caf5b017e-5270a2732,0,,,,4db0754a8-e283ae728,8
a307d81ad-caf5b017e,0,,,,5c0c994d0-f2d9c138f,8
f9425b022-a307d81ad,23,,,,b1e5430f5-c74be39b4,8
3b03ce3e5-f9425b022,0,,,,b41e69af2-330c7d916,8
deab3d5dc-3b03ce3e5,0,,,,bbb67c226-460327d41,8
f90fbb9cd-deab3d5dc,23,,,,340f7795c-76db1ab4e,9
f12656410-f90fbb9cd,23,,,,b684f41be-340f7795c,9
4cd33267f-f12656410,0,,,,0eb1d4d47-06fb5623d,10
9f19a89bc-4cd33267f,0,,,,14735a856-398b08cef,10
c49289ae7-9f19a89bc,0,,,,3258cee03-e60d97073,10
e05ee172b-c49289ae7,0,,,,398b08cef-4c29ac4c3,10
649c2fe04-e05ee172b,0,,,,e3ec36b0a-f1eca4bd3,11
c08359a25-649c2fe04,0,,,,76db1ab4e-104fd782f,12
308204f62-c08359a25,0,,,,076547ffb-31c750f73,18
57c0ca41e-308204f62,0,,,,2e54336fb-c8487ba92,18
4d0e06064-57c0ca41e,0,,,,64a9c35b0-076547ffb,18
af30c4349-4d0e06064,0,,,,e0ca6c379-e3ec36b0a,21
5ee3dfb51-af30c4349,0,,,,f12656410-f90fbb9cd,23
0b27f9c6a-5ee3dfb51,0,,,,f90fbb9cd-deab3d5dc,23
c53890977-0b27f9c6a,0,,,,f9425b022-a307d81ad,23
84b7f739e-c53890977,0,,,,329de9348-df1786ff8,24
c0495e705-84b7f739e,0,,,,31c750f73-7681d0fe3,31
54363d6e7-c0495e705,0,,,,20931263c-120da4f7a,32
d195f4d7f-54363d6e7,0,,,,ac772b97e-14735a856,32
b68aea457-d195f4d7f,0,,,,1ac576178-3ef672e28,41
f0b4d2111-b68aea457,0,,,,3ef672e28-af416f31d,41
ab8c3daa4-f0b4d2111,0,,,,52e75940b-1f40bb0e5,41
2684958cd-ab8c3daa4,0,,,,477a130e5-64a9c35b0,49
9979599c1-2684958cd,0,,,,c8487ba92-477a130e5,49
f769c6402-9979599c1,0,,,,d8d27c326-14e9cebbd,109
